$startl$,dossier,guideline,PDF link ,study: Acute toxicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,,,,In vivo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,,,,non OECD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OECD 401 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OECD 402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OECD 403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,,,,Endpoints ,,,,,,,,grading of lesion,,Test method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reliability,,,,,,,,additional information,own comments,,Endpoints,,,,,,,,,,,,,,,Test method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reliability,,,,,,,additional information,own comments,,Endpoints,,,,,,,,,,,Test method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reliability,,,,,,additional information,own comments,,Endpoints,,,,,,,,,,,,Test method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reliability,,,,,,,additional information,own comments,$endl$
$startl$,,,,target organ at necroscopy,observations and recording,dose descriptor ,dose descriptor unit,moribund or dead animals prior to study termination ,mortality rate,conclusion,,,,test substance ,,,,,,,,,,,,test species in in vivo study,,,,,,,,,,test conditions acute txicity,,,,,,,,,,,,,,,,,,,SCCS comment to test,year,control groups,GLP,preliminary test,Klimisch score,Ref. in dossier,,,,,Observations ,,,,,,LD50 (mg/kg),95% confidence interval ,LD50 male (mg/kg),LD50 female (mg/kg),moribound or dead  male animals prior to study termination,mortality rate in males,moribound or dead  female animals prior to study termination,mortality rate in females,conclusion,,Test substance,,,,,,,,,Experimental animals,,,,,,,,,,,,Test conditions,,,,,,,,,SCCS comment to test,year,control groups,GLP,limit test,klimisch score,ref. in dossier,,,,Observations ,,,LD50 (mg/kg),95% confidence interval ,LD50 male (mg/kg),LD50 female (mg/kg),moribound or dead animals prior to study termination,mortality rate ,conclusion,,Test substance,,,,,,,,,Experimental animals,,,,,,,,,,,,Test conditions,,,,,,,,,SCCS comment to test,year,control groups,GLP,klimisch score,ref. in dossier,,,,Observations ,,,LC50 ,LC50  unit ,95% confidence interval ,LC50 male,LC50 female,moribound or dead animals prior to study termination,mortality rate ,conclusion,,Test substance,,,,,,,,,,,Experimental animals,,,,,,,,,,,Test conditions,,,,,,,,,,,,,,,SCCS comment to test,year,control groups,GLP,limit test ,klimisch score,ref. in dossier,,,$endl$
$startl$,vitamin a,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_199.pdf,,"the surviving animals gained weight. necroscopy showed acute dilation of heart including congestion, discoloured liver with broaded lobes, irritated gastro-intestinal tract. those rats which were sacrificed at the end of the 21-day observation period did not reveal any gross pathologic alterations in the tissues and organs examined.",4980,"LD50, 5290 in males, 4790 in females mg/kg bw",yes,"mortality ratios were calculated after 1, 24 and 48 hours and after 7 and 14 days according to the probit analysis of finney (1971). deaths occurred dose-dependently within 7 days after dosing and signs of intoxication were observed in the animals that died or recovered until termination.",low toxicity in acute oral toxicity studies,,,,,,,,,,"1.53 mio IU/g USP XIX (526 mg RAc/g), not stabilised",,6/17,,test substance: retinyl acetate,,rat/sprague-dawley,,,,f & m,,,animal fasted 15-20h prior to application,10-20,,"3160, 3830, 4640, 5620, 6810, 8250  ","mg/kg bw, first fifth group 10 animals/sex, the highest dosed group 5 animal/sex",single,"yes, gavage",,,,,,,,,,,peanut oil,,,21,,"low toxicity for vitamin a ( retinol, retinyl palmitate, retinyl acetate) with the ranking declining in order of retinol> retinyl acetate > retinyl palmitate. these LD50 values are in line with peer-reviewed literature data given for retinol and retinyl esters: retinol: LD50 oral, mouse: 2570 mg RE/kg bw (8.5 mio IU/kg bw) LD50 i.p., mouse: 1510 mg RE/kg bw (5 mio IU/kg bw)/ retinyl acetate: LD50 oral, mouse: 4100 mg/kg bw (11.9 mio IU/kg bw) LD50 i.m., young monkey: 168 mg/kg bw (estimation) (0.49 mio IU/kg bw)/ retinyl palmitate: LD50 oral, mouse: 6060 mg/kg bw (11 mio IU/kg bw) LD50 oral, rat: 7910 mg/kg bw (14.4 mio IU/kg bw).in  general, in case of fatalities, the death was preceded by signs of acute toxicity in form of convulsions and paralysis, and those animals that survived had signs of malaise, decreased motor activity, stupor, muscular weakness, and occasionally changes in the gait. the animals that survived recovered with no apparent residual toxic effects. ",,,no,,,7,,guideline: comparable to OECD 401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,β-arbutin,OECD TG 401,http://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_169.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the animals were checked daily for mortality and clinical signs. body weights were recorded on days 1 to 5, 7, 8, 11 and 15. liver changes associated with the test substance were observed at 4149 mg/kg bw in mice and at 9641 mg/kg bw in rats, though not at lower dosage levels. few toxic signs were observed in either species at dosage levels up to 3513 mg/kg bw.",,,"the animals were checked daily for mortality and clinical signs. body weights were recorded on days 1 to 5, 7, 8, 11 and 15. liver changes associated with the test substance were observed at 4149 mg/kg bw in mice and at 9641 mg/kg bw in rats, though not at lower dosage levels. few toxic signs were observed in either species at dosage levels up to 3513 mg/kg bw.",,,8715; 9804,,,,yes,"in rats at 1792 (mg/kg bw) :0/5, 2509 (mg/kg bw) :0/5, 3513 (mg/kg bw): 0/5, 4919 (mg/kg bw): 0/5, 6886 (mg/kg bw): 2/5, 9641 (mg/kg bw): 3/5, 13496 (mg/kg bw): 4/5, 18895 (mg/kg bw): 5/5; in mice: 1792 (mg/kg bw) :0/5, 2509 (mg/kg bw) :0/5, 3513 (mg/kg bw): 0/5, 4919 (mg/kg bw): 1/5, 6886 (mg/kg bw): 1/5, 9641 (mg/kg bw): 1/5, 13496 (mg/kg bw): 3/5, 18895 (mg/kg bw): 5/5",yes,"in rats at 1792 (mg/kg bw) :0/5, 2509 (mg/kg bw) :0/5, 3513 (mg/kg bw): 0/5, 4919 (mg/kg bw): 0/5, 6886 (mg/kg bw): 1/5, 9641 (mg/kg bw): 3/5, 13496 (mg/kg bw): 4/5, 18895 (mg/kg bw): 5/5; in mice 1792 (mg/kg bw) :0/5, 2509 (mg/kg bw) :0/5, 3513 (mg/kg bw): 0/5, 4919 (mg/kg bw): 0/5, 6886 (mg/kg bw): * 1/4, 9641 (mg/kg bw): 3/5, 13496 (mg/kg bw): 3/5, 18895 (mg/kg bw): 5/5. * one of the five 6886 mg/kg bw female mice died by gavage accident",low level of acute oral toxicity in both rat and mouse,,,,,,99.7,,lot A,,,rat/sprague dawley; mouse/icr,,,,,,,,f & m,,10,,"1792, 2509, 3513, 4919, 6886, 9641, 13496, 18895", mg/kg bw,,single ,gavage,,,14,,,1985,,no,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,β-arbutin,OECD TG 402,http://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_169.pdf,," in mouse body weights recorded on day 1 to 3,5 to 8, 12 and 15; in rats on day 1 to 3, 5 to 8 and 15.all animals sacrified with chloroform at the end of observation period",> 928 ,the technically applicable maximal dose,no,,for rats and mice the LD50 value via the dermal route is greater than the technically applicable maximal dose,,,,,,,,30,β-Arbutin 30% in a 50:50 ethanol:water solution,99.7,,lot A,,,,rats/ sprague dawley; mouse/ICR,,,,f & m,,,,20,,928, mg/kg bw,,,yes,on the back after fur clipping,,,,,,3,,,50:50 ethanol:water,,,14,,no justification in relation to the maximum technically feasible dose of  3 ml/kg . according to OECD TG 402 a dose level of 2000 mg/kg is the cut-off for the limit test.,1986,,no,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,zinc pyrithione,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_133.pdf,,"activity decrease, crusted eyes, piloerection, ptosis, respiratory gurgle and sensitivity to touch/sound which were no longer evident in surviving animals by day 10. emaciation was found in one animal that died on test. body weights affected by exposure in surviving animals. abnormal necropsy findings occurred in animals that died on test and consisted of red crust around mouth and dark red andswollen lungs. ",5.08,LC50 mg/l,yes,occurred as follows: 1 of 5 males and 0 of 5 females at 0.68 mg/l; 2 of 5 males and 0 of 5 females at 1.19 mg/l; 2 of 5 males and 1 of 5 females at 2.25 mg/kg. ,,,,,,,,,,zinc omadine dispersion (fps) ,,,,"mmads: 3.2, 2.5 and 2.5 μm",master Log: 74-01B10CuZPT sample 0104241211,,rat/sprague-dawley,,,,f & m,,,,10,,"0.68, 1.19 and 2.25 ",mg/l,,,,,,,yes,,,,,,undiluted,,4,14,,this study shows that systemic effects on hind legs might occur after inhalation exposure,2004,,yes,,,e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,zinc pyrithione,OECD 403,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_133.pdf,"lung, liver, hind leg","all surviving animals showed signs of toxicity (one of the two surviving females exposed to 1.82 mg/l showed stiffness in the hind legs) which improved until the end of the observation period. except one female exposed to 0.53 mg/l, normal bodyweight development was observed during the second week. lung abnormalities (swelling, pallor, abnormally dark appearance, dark patches and foci) and liver changes (dark appearance) were observed in animals that died. except one female exposed to 0.53 mg/l, no abnormalities were observed in animals that were killed at the end of the observation period.", 0.84; 1.34; 1.03,"LC50, in males; in females; combined mg/l",yes,all deaths occurred on day 1 after exposure as follows: 1 of 5 males and 0 of 5 females at 0.53 mg/l; 3 of 5 males and 2 of 5 females at 0.95 mg/l; 5 of 5 males and 3 of 5 females at 1.82 mg/kg.,"the following LC50 values were derived: males: 0.84 mg/l, females: 1.34 mg/l, males and females combined: 1.03 mg/l. the results of this study lead to classification as acute tox 3; H331 (toxic if inhaled) according to CLP (Regulation (EC) No 1272/2008) by the registrant. ",,,,,,,,,,,, tox 1000 ,"respective mmadss were 3.3 μm at 0.53 mg/l, 3.5 μm at 0.95 mg/l and 3.8 μm at 1.82 mg/l; aerosol dust",label: zinc-pyrion,,rat/sprague-dawley,,,,f & m,,,,10,,"0.53, 0.95, 1.82",mg/l,,,,,,,"yes, nose-only",,,,,,,,4,14,,this study shows that systemic effects on hind legs might occur after inhalation exposure. ,1996,,yes,,,e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,zinc pyrithione,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_133.pdf,"lungs (in study), no abnormalities (study end)","surviving animals showed signs of toxicity post exposure (decreased activity, salivation, laboured breathing, tremours, staining around the mouth). no visible abnormalities were observed after post-exposure day 5. necropsy of animals which died on study revealed congestion or discoloured lungs: animals necropsied at study termination showed no abnormalities.",<0.6 ,"LC50, mg/l",yes,all deaths occurred on day 1 after exposure as follows: 1 of 5 males and 0 of 5 females at 0.24 mg/l; 1 of 5 males and 2 of 5 females at 0.61 mg/l.,,,,,,,,,,Zinc Omadine® Powder; Id.-No. 10215B ,95,,orc-152-011 dp ,"respective mmads were 1.9 μm at 0.24 mg/l and 2.3 μm at 0.61 mg/l, aerosol dust",,,rat/sprague-dawley,,,,f & m,,,,10,,"0.24, 0.61",mg/l,,,,,,,"yes, nose-only ",,,,,,,,4,14,,"a further whole body inhalation study was performed in which a LC50 value of 0.14 mg/l was derived. classification as acute tox 3 is suggested. sccs notes that classification as acute tox 3; H331 (toxic if inhaled) according to CLP (regulation (EC) No 1272/2008 of the european parliament and of the council of 16 december 2008 on classification, labelling and packaging of substances and mixtures) is suggested by the registrant(s) under REACH (ECHA website (http://echa.europa.eu/).",1991,,yes,,,e25,,guideline: compiles with 403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,zinc pyrithione,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_133.pdf,,,90-266; 160-1000; 600,"LD50, mg/kg, between mentioned numbers in rat; mouse; dog",,,,,,,,,,,,,,,,,ingredient based ,,"rat, mouse, dog",,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"b6, b10, b33, 57, b71, b73",,more info on ECHA's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,zinc pyrithione,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_133.pdf,,,2.5; 3.0,"LD50, in rat for a cream shampoo formulation g/kg; for a lotion shampoo ml/kg",,,LD50 in rat for a cream shampoo formulation: 2.5 g/kg; for a lotion shampoo: 3.0 ml/kg,,,,,,,,,,,,,,product derived,,rat,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,b61,,"further study with a higher concentration fomulation of a cream shampoo showed higher LD50 concluding higher zpt level, higher oral toxicity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,zinc pyrithione,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_133.pdf,,"product derived emetic study, in the study with dogs, the emesis typically occurred within 60 minutes of dosing, the average being 30 minutes, and involved two to four episodes. occasional bloody vomitus was seen, indicating gastric irritation.",,,,,zinc pyrithione in a cream shampoo product is a potent emetic (ED50 app. 0.05 g/kg).  the ratios of ED50 to LD50 for both forms of the product are 1:125 for the cream shampoo and 1:42 for the lotion shampoo; therefore it was concluded in that it is unlikely that a human accidentally ingesting shampoo could retain a hazardous amount. ,,,,,,,,,,,,,,,,"dog, pigeon",,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"b14, b15, b38",,"in addition to acute oral toxicity studies evaluated in SCCNFP/0671/03 further studies have been performed. the data is not available for evaluation. sccs notes, however, that classification as acute tox 3; H301 (toxic if swallowed) according to CLP (regulation (EC) No 1272/2008 of the european parliament and of the council of 16 december 2008 on classification, labelling and packaging of substances and mixtures is suggested by the registrant(s) under REACH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,zinc pyrithione,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_133.pdf,,," < 2,000  to 10,000","LD50, mg/kg",,,,,,,,,,,,,,,,,ingredient-based study,,rabbit albino,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,b66,,information on further acute dermal studies performed with zpt is available on ECHA's website (http://echa.europa.eu/). hse (2003) describes an acute dermal toxicity study  (limit study) performed in 5 male and 5 female new zealand white rabbits. the animals received a single dermal application of 2000 mg/kg zpt moistened with water which was held in place for 24 hrs under semi-occlusive patch. the LD50 was > 2000 mg/kg. a single death was noted but it was unclear whether this was treatment-related. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,zinc pyrithione,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_133.pdf,,"no observable systemic effects in animals treated with 2.5, 5.0, or 10.0 g/kg. two of the four animals dosed with 20 g/kg showed a slight temporary depression. there were no deaths at any level.",,,,,these data are in line with a study on zpt alone indicating that its incorporation into a shampoo formulation does not significantly enhance penetration,,,,,,,,2,shampoo containing  zpt,,,,,"product derived,",,rabbit ,,,,,,,,,,"2.5, 5.0, 10.0, 20.0",g/kg,,,yes,,occluded with rubber sleeve,,,,,,,,,,24,,,,,,,,,"b61, b67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,zinc pyrithione,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_133.pdf,,,36; 500,"LD50, mg/kg, in rats; in mouse",,,,,,,,,,,,,,,,,,,rat and mouse,,,,,,,,,,,,,,,,,,,,intraperitoneal ,,,,,,,,,,,,,,,"b71, b73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,zinc pyrithione,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_133.pdf,,"generally, 25 mg/kg of zpt was fatal to both dogs and monkeys within 24 hours and produced cholinergic-like effects prior to death. doses of 15 and 20 mg/kg produced slight cholinergic stimulation in dogs but death did not result. one of two yorkshire pigs died when injected intravenously with 20 mg/kg and 10 mg/kg was a lethal dose for rabbits. intravenous doses of 5 mg/kg or less produced only transient effects. ",,,,,,,,,,,,,,,,,,,,,"dog, monkey, pig, rabbit",,,,,,,,,,,,,,,,,,,,intravenous,,,,,,,,,,,,,,,"b2, b7, b72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,trisodium nitrilotriacetate,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_046.pdf,,,"750; 1300-1470, 1600-2220; >5000 ","LD50, mg/kg bw, monkey; female rat, male rat; dog",,,nta has a low acute toxicity by oral route,,,,,,,,,,,,,,,"monkeys, rats and dogs",,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,trisodium nitrilotriacetate,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_046.pdf,,,> 10, g/kg,,,nta has a low acute toxicity by dermal route,,,,,,,,25,aqueous substance solution,,,,,,rabbit,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,trisodium nitrilotriacetate,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_046.pdf,,,>5.0,LC50 in mg/l ,,,nta has a low acute toxicity by inhalation route,,,,,,,,,,,,,,,rats,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,vetiveryl acetate ,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_167.pdf,,the animals were observed for mortality/viability and changes in appearance and behaviour four times during test day 1 and once daily during days 2-15. body weights were recorded on test day 1 (pre-administration) and once daily during days 2-15.,>2000 ,"LD50, mg/kg bw",no,,"there were no deaths, clinical signs, macroscopic findings or affected body weight gain in any of the dosed animals",,,,,,,yellow liquid,,,,,9000317035,,ester content 65.9%,,rat / wistar,,,,f & m,,,,6,,2000, mg/kg bw,single,"yes, gavage",,,,,,,,10,,,polyethylene glycol (PEG 300),,,14,,"regarding the composition of the test substance it is mentioned in the original study report “not specified; excluded from the statement of compliance”, i.e. the composition of the test substance is unknown to the sccs.",1999,,yes,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,vetiveryl acetate ,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_167.pdf,,"observations for mortality were made at 1 and 6 hours after dosing and daily thereafter for 14 days. lethargy and diarrhoea, no findings from necroscopy",5000,mg/kg bw,"yes, two rats died within the first day after application",,the acute oral LD50 value was considered to be >5000 mg/kg bw in male wistar rats,,,,,,,brown liquid,,,,,,,"test substance: labelled ‘compound No. 71-90’, no information on ester content ",,rat / wistar,,m,,,,,fastened 16h prior to the administration,10,,5000,mg/kg bw,daily,yes,,,,,,,,,,,,,,14,,the study could not be evaluated by the sccs as the submitted original report only consisted of one page in addition to the front page. the composition of the test substance is unknown to the sccs.,1972,,no,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,vetiveryl acetate ,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_167.pdf,,"signs of skin irritation were noted during the course of the observation period in the form of slight to moderate erythema and oedema. both signs declined during the post treatment observation period but were still present for slight erythema in one animal at termination on day 7, while oedema was not observed from day 5 onwards.  no abnormalities were noted by gross pathology",>5000,"LD50, mg/kg bw",no,,,,,the acute dermal LD50 value was >5000 mg/kg bw in new zealand white rabbits.,,,,brown liquid,,,,,,,"test substance labelled ‘RIFM # 71-90’, no information on the ester content",,rabbit / new zealand white,,,,,,,,10,,5000,mg/kg bw,single,,yes,,occluded,,,,,,,,,,24,7,,the study could not be evaluated by the sccs as the submitted original report only consisted of two pages in addition to the front page. the composition of the test substance is unknown to the sccs.,1972,,no,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
$startl$,vetiveryl acetate ,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_167.pdf,,"signs of stress in all animals after two hours of application, mice dosed at 2.0 recovered within 18 hours, and mice dosed at 5.0 ml/kg bw all recovered within 18 to 72 hours. both mice at the highest dosage group became ataxic after 18 hours, showed laboured breathing after 24 hours and died after 42 and 48 hours, respectively. the autopsy of the animals that died revealed bleaching of the stomach and small intestines, as well as pale/patchy liver with bleaching where in contact with the stomach, and pale kidneys. all surviving animals gained weight and appeared normal at autopsy",5.0 - 10.0,"LD50, between mentioned numbers in ml/kg bw",yes,"2 animals at 2mg/kg bw, 6 animals at 5 and 2 animals at 10",,,,,,,,yellow liquid,,,,,,,"named vetyvenyl acetate, no information on ester content",,mouse,,,,,,,fasted,,,"2, 5, 10",ml/kg bw,,"yes, intubation",,,,,,,,,,,,,,7,,the study could not be evaluated by the sccs as the submitted original report only consisted of two pages in addition to the front page. the composition of the test substance is unknown to the sccs.,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$endl$
